Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,7.4,5.3,91,NE,6 3,9 5,1022.8,0.0,2025-10-04
11:00 pm,8.7,6.7,90,NE,7 4,9 5,1022.9,0.0,2025-10-04
10:30 pm,10.5,9.6,82,NE,2 1,7 4,1022.9,0.0,2025-10-04
10:00 pm,11.0,8.7,78,N,9 5,11 6,1023.0,0.0,2025-10-04
9:30 pm,13.1,12.2,70,NNE,2 1,9 5,1023.0,0.0,2025-10-04
9:00 pm,13.6,10.7,69,NNE,13 7,15 8,1023.0,0.0,2025-10-04
8:30 pm,13.9,11.0,69,NE,13 7,15 8,1023.0,0.0,2025-10-04
8:00 pm,14.4,11.6,67,NNE,13 7,17 9,1022.9,0.0,2025-10-04
7:30 pm,15.5,12.4,64,NNE,15 8,20 11,1022.7,0.0,2025-10-04
7:00 pm,15.8,13.0,62,NNE,13 7,19 10,1022.5,0.0,2025-10-04
6:30 pm,16.8,13.4,60,N,17 9,20 11,1022.1,0.0,2025-10-04
6:00 pm,18.0,14.1,55,N,19 10,26 14,1021.9,0.0,2025-10-04
5:30 pm,19.0,15.2,52,N,19 10,22 12,1021.7,0.0,2025-10-04
5:00 pm,20.2,15.4,48,NNW,24 13,30 16,1021.5,0.0,2025-10-04
4:30 pm,21.2,17.0,43,N,20 11,28 15,1021.2,0.0,2025-10-04
4:00 pm,21.3,17.1,43,N,20 11,26 14,1020.9,0.0,2025-10-04
3:30 pm,22.0,18.2,39,NNW,17 9,24 13,1021.0,0.0,2025-10-04
